species,longitude,latitude,aet,cwd,ppt,pptdjf,tmn,tmx,tmxjja,fvegrec,mam,brd,rep
Ixodes pacificus,-227293.1542,384523.6173,360.2330017,515.572998,885.9199829,142.628006,4.616700172,15.22329998,25.78790092,6,61,124,17
Ixodes pacificus,-120125.8017,384568.3604,363.8330078,525.5029907,701.9329834,102.5920029,1.406700015,16.22330093,27.35639954,7,62,156,12
Ixodes pacificus,-236281.3827,383885.6318,293.8900146,607.1799927,576.5430298,95.40740204,3.093300104,18.2866993,29.21870041,7,62,132,17
Ixodes pacificus,-118126.9139,384248.9901,310.4429932,564.8300171,619.6929932,87.29180145,0.670000017,16.54330063,27.63010025,1,61,160,13
Ixodes pacificus,-319314.8556,384170.266,579.7670288,288.9200134,3187.899902,484.4450073,6.400000095,18.18330002,26.03310013,7,61,135,16
Ixodes pacificus,-126474.045,383991.5157,276.2869873,651.6400146,902.4069824,140.7460022,3.130000114,15.34000015,26.54100037,5,62,156,12
Ixodes pacificus,-78449.28092,383940.8294,230.8399963,670.9730225,446.6300049,55.31930161,0.943300009,16.7133007,28.18630028,3,60,182,12
Ixodes pacificus,-120040.9015,384052.7771,303.5969849,588.5230103,712.7069702,104.6490021,1.450000048,16.21999931,27.34119987,7,62,156,12
Ixodes pacificus,-274458.4134,384061.8808,388.6629944,478.8299866,2013.439941,344.0679932,6.980000019,18.7833004,30.06290054,8,64,134,17
Ixodes pacificus,-15083.57345,383792.1034,232.5299988,674.6799927,358.9630127,43.66619873,1.606699944,16.29000092,27.99430084,11,58,160,14
Ixodes pacificus,-302368.2314,383985.8203,595.1300049,331.6329956,3552.169922,548.2410278,5.696700096,17.56329918,27.5692997,7,65,139,18
Ixodes pacificus,-137322.403,384037.5947,649.6829834,280.75,973.6170044,158.0330048,3.296700001,14.9666996,26.02980042,8,62,145,13
Ixodes pacificus,-67863.68791,383689.4993,279.1199951,617.6170044,363.6530151,42.70460129,0.143299997,17.09670067,28.73130035,7,57,181,12
Ixodes pacificus,-214633.1866,383504.5641,291.9299927,446.427002,1235.839966,210.352005,2.966700077,13.23670006,23.24939919,3,61,128,16
Ixodes pacificus,-22922.15009,383542.3855,256.5329895,498.2569885,673.0300293,77.83370209,-1.120000005,13.04669952,24.18230057,7,65,150,10
Ixodes pacificus,-79544.89485,383654.9765,245.9869995,662.0130005,463.196991,57.66490173,2.313299894,15.28670025,26.5753994,7,58,183,12
Ixodes pacificus,-126562.4581,383431.5363,495.4330139,433.3930054,911.0170288,142.3529968,3.156699896,15.34669971,26.55540085,5,62,155,12
Ixodes pacificus,-95700.83214,383483.6265,330.6600037,564.9799805,517.6400146,65.81199646,1.830000043,15.65330029,26.78660011,1,59,181,12
Ixodes pacificus,-265441.2312,383455.2591,325.3770142,352.5669861,1803.530029,313.0539856,2.603300095,12.80000019,22.96500015,1,61,124,15
Ixodes pacificus,-233859.0656,383548.0171,242.7299957,688.5300293,592.3330078,96.51989746,3.096699953,17.89669991,28.73579979,8,63,128,17
Ixodes pacificus,-156857.6594,383299.7617,318.7730103,597.4970093,1060.199951,178.5800018,2.916699886,15.05669975,25.91220093,7,68,131,15
Ixodes pacificus,-179780.4987,382859.7717,327.8370056,311.4729919,1300.079956,213.6190033,-0.146699995,9.68999958,19.19960022,1,70,120,14
Ixodes pacificus,-70429.97286,382884.4663,292.5870056,606.822998,391.7170105,47.29520035,0.219999999,17.2866993,28.9151001,7,58,184,12
Ixodes pacificus,-121296.0661,382892.8754,319.2170105,595.5900269,803.6300049,121.9800034,2.376699924,15.89330006,27.02960014,7,61,162,13
Ixodes pacificus,-123407.1083,383252.2143,264.1430054,655.2670288,860.0430298,132.3509979,2.573299885,15.76000023,26.92720032,1,61,162,13
Ixodes pacificus,-37595.52946,383133.0214,238.2100067,658.0499878,340.2600098,37.00059891,0.336699992,16.82329941,28.3586998,3,56,158,11
Ixodes pacificus,-242537.6126,383003.8058,278.0629883,635.3629761,614.03302,103.7639999,3.069999933,18.6432991,29.64039993,7,63,148,17
Ixodes pacificus,-169963.3465,383155.5981,537.6400146,156.1929932,1229.660034,210.4810028,0.743300021,10.94330025,20.66230011,1,68,123,14
Ixodes pacificus,-181735.2964,383176.731,480.5830078,0,1426.76001,223.25,-2.383300066,7.373300076,16.36590004,1,69,119,13
Ixodes pacificus,-213366.6501,382387.3919,274.5069885,373.5899963,1301.030029,223.798996,1.389999986,11.35669994,20.87619972,1,61,126,16
Ixodes pacificus,-259936.8996,382578.1888,398.0469971,497.5629883,1257.72998,212.9129944,5.05670023,17.65999985,28.98810005,7,63,129,16
Ixodes pacificus,-291921.8111,382783.4569,406.1099854,585.8930054,1566.709961,271.6530151,5.829999924,21.20330048,31.67200089,7,67,142,17
Ixodes pacificus,-192530.4109,382381.1718,615.7000122,201.9429932,927.2600098,136.7510071,2.406699896,14.25,24.65019989,8,72,151,14
Ixodes pacificus,-67199.39129,382122.1297,309.7900085,579,372.5830078,43.92660141,-0.133300006,17.40329933,29.04389954,7,57,181,12
Ixodes pacificus,-48957.28233,382324.5318,263.2669983,620.9730225,305.25,31.89620018,-0.533299983,17.25,28.92589951,11,58,159,12
Ixodes pacificus,-182048.0457,382207.0337,460.9230042,0.0067,1466.630005,227.503006,-2.736700058,7.046700001,15.97789955,5,69,119,13
Ixodes pacificus,-178967.5283,382326.073,334.8930054,316.3200073,1369.48999,229.8699951,-0.0167,10.11330032,19.73089981,1,70,121,14
Ixodes pacificus,-247307.3258,381972.6052,294.1300049,457.2829895,924.6370239,148.2259979,3.753299952,14.3767004,24.87680054,7,60,134,15
Ixodes pacificus,-38943.9148,381878.3838,196.8970032,703.4099731,323.3729858,34.87990189,0.136700004,17.03000069,28.60960007,3,55,162,12
Ixodes pacificus,-37978.47742,382066.6575,201.3130035,698.0269775,339.4200134,36.8246994,0.376700014,16.81999969,28.34609985,3,56,158,11
Ixodes pacificus,-43117.42861,382191.3972,263.572998,632.2000122,304.9230042,32.17589951,-0.313300014,17.37000084,29.01339912,11,57,158,12
Ixodes pacificus,-99561.13641,382099.5642,334.2470093,560.3270264,504.8999939,64.48329926,1.273300052,16.12669945,27.1692009,7,56,182,12
Ixodes pacificus,-127166.3466,382163.24,300.2829895,633.4829712,929.7769775,145.3329926,3.210000038,15.34669971,26.53969955,8,62,155,13
Ixodes pacificus,-244220.5089,381970.1256,243.9329987,621.5469971,731.0900269,119.1449966,3.960000038,17.20669937,28.18300056,7,62,138,17
Ixodes pacificus,-295037.4428,381918.0644,457.1669922,556.927002,1688.48999,289.4890137,5.586699963,20.90670013,31.38769913,7,65,142,17
Ixodes pacificus,-69004.27261,381622.7,320.5929871,570.5999756,385.2529907,46.21369934,-0.0867,17.43670082,29.09560013,3,58,183,12
Ixodes pacificus,-49854.16449,381844.2217,164.246994,713.6530151,310.4769897,32.51959991,-0.433299989,16.98670006,28.63199997,11,58,159,12
Ixodes pacificus,-103100.3313,381636.7634,331.9400024,558.5770264,500.8299866,64.30319977,0.933300018,16.37000084,27.45009995,2,57,179,12
Ixodes pacificus,-14782.96725,381528.0635,288.6530151,592.1099854,429.9299927,52.47169876,1.320000052,15.79329967,27.33040047,3,58,157,14
Ixodes pacificus,-70364.49082,381522.8794,324.2969971,568.3629761,399.0169983,48.44760132,-0.050000001,17.47999954,29.14139938,11,58,183,12
Ixodes pacificus,-23630.55312,381095.458,295.1830139,482.3099976,599.757019,69.1289978,-0.379999995,14.03670025,25.3010006,7,65,151,10
Ixodes pacificus,-240773.5143,380940.8292,227.4629974,716.1270142,604.0529785,101.586998,3.029999971,18.65329933,29.6378994,8,62,148,17
Ixodes pacificus,-161587.7026,380956.6621,570.6199951,299.0169983,1137.410034,191.2169952,2.333300114,13.88669968,24.50239944,8,69,130,15
Ixodes pacificus,-219470.5851,380659.9892,480.3529968,378.4070129,1237.76001,210.4440002,4.303299904,14.89669991,25.31609917,1,60,129,16
Ixodes pacificus,-280874.1026,380846.1613,467.9400024,538.5599976,1942.040039,326.2789917,7.946700096,19.86669922,30.95529938,7,64,140,17
Ixodes pacificus,-296012.9972,380592.6829,467.7030029,512.710022,1951.550049,328.4389954,5.673299789,20.06669998,30.47830009,7,65,141,17
Ixodes pacificus,-117041.8233,380465.9307,227.3600006,660.9730225,633.8969727,89.6651001,1.176699996,16.43670082,27.4531002,1,63,158,13
Ixodes pacificus,-309982.643,380053.3585,550.1229858,322.3200073,3294.129883,502.7009888,5.323299885,18.68330002,28.32690048,7,61,137,16
Ixodes pacificus,-262812.1079,380348.9011,329.7799988,423.4169922,1518.780029,259.4460144,3.343300104,13.84669971,24.09020042,1,62,125,15
Ixodes pacificus,-327632.4494,380075.6877,549.6829834,376.7399902,1911.670044,306.1579895,6.28000021,18.63669968,25.00099945,7,59,152,15
Ixodes pacificus,-328276.1776,380342.7931,534.21698,369.4500122,1835.01001,295.1759949,6.230000019,18.4633007,24.87389946,7,59,151,15
Ixodes pacificus,-149629.1628,380326.24,289.519989,618.3469849,1021.299988,169.6690063,2.323299885,15.2833004,26.09679985,7,62,146,14
Ixodes pacificus,-20599.58342,379898.9907,275.9500122,406.1029968,813.6069946,102.1090012,-1.696699977,11.3032999,22.27899933,2,65,150,10
Ixodes pacificus,-144825.7597,379871.3461,389.1669922,523.9229736,985.3129883,158.3609924,2.180000067,15.73999977,26.60230064,3,62,147,14
Ixodes pacificus,-245578.4793,379751.4616,301.5429993,562.2369995,840.5629883,138.5140076,4.326700211,15.10000038,25.74480057,7,60,125,15
Ixodes pacificus,-363.3474472,379809.1986,277.7730103,642.257019,312.8699951,38.49209976,1.49000001,16.7866993,28.27120018,5,56,144,14
Ixodes pacificus,-45096.13242,379633.4137,262.1700134,635.2329712,304.7369995,32.21110153,-0.216700003,17.3567009,28.96100044,11,56,158,12
Ixodes pacificus,-300549.4613,379412.2036,494.1499939,473.2799988,2414.97998,388.8099976,6.106699944,19.32329941,29.78619957,7,65,139,18
Ixodes pacificus,-306028.7393,379174.9303,616.1829834,334.6530151,3430.090088,523.3239746,5.893300056,18.17329979,27.86440086,7,65,136,18
Ixodes pacificus,-6194.005386,379190.5813,254.5269928,673.5969849,288.3930054,34.64179993,1.50999999,16.86330032,28.38829994,5,56,143,14
Ixodes pacificus,-168975.6935,378997.1865,353.3670044,540.8569946,1287.189941,218.9929962,2.806699991,14.78999996,25.62919998,2,69,129,15
Ixodes pacificus,-183776.7487,378999.0905,60.33330154,0,2419.570068,372.3370056,-9.903300285,-0.96329999,6.991799831,5,69,122,13
Ixodes pacificus,-201500.4315,379281.2037,396.3099976,518.9329834,834.8369751,130.5160065,2.599999905,17.1067009,27.76589966,1,67,145,14
Ixodes pacificus,-88485.76086,379243.4568,333.8569946,581.4970093,512.3770142,64.12129974,1.993299961,16.04330063,27.29739952,1,59,182,12
Ixodes pacificus,-63623.71198,379382.6604,321.0899963,574.4069824,377.6629944,44.4681015,0.043299999,17.38330078,29.04719925,11,57,177,12
Ixodes pacificus,-226869.8496,379354.41,333.0130005,567.3070068,751.3670044,122.5319977,4.25330019,15.76669979,26.23620033,6,62,125,17
Ixodes pacificus,-307486.0744,378589.589,632.322998,297.980011,3572.389893,541.2130127,5.833300114,17.68670082,27.19479942,7,63,136,16
Ixodes pacificus,-158235.1202,378668.1001,329.5769958,590.75,1123.219971,186.2680054,2.866699934,15.52670002,26.33989906,7,68,137,15
Ixodes pacificus,-164517.6526,378818.8054,346.6799927,564.5770264,1234.560059,207.4349976,2.553299904,15.38669968,26.21369934,7,69,132,15
Ixodes pacificus,-130489.9474,378512.5956,290.0899963,650.8300171,873.7800293,135.1499939,2.616699934,16.26329994,27.32760048,1,61,157,14
Ixodes pacificus,-335816.9887,378817.8248,609.6870117,281.303009,1739.609985,278.3059998,5.74669981,16.76670074,20.53730011,7,60,156,15
Ixodes pacificus,-269857.4873,378520.7696,399.7829895,474.4429932,1685.449951,292.7799988,4.900000095,16.09000015,26.62360001,7,62,125,15
Ixodes pacificus,-107831.6147,378114.4319,332.3970032,556.3530273,516.460022,68.26580048,0.75,16.58670044,27.62039948,8,58,180,12
Ixodes pacificus,-234668.477,378242.8743,304.0270081,583.2000122,577.5029907,93.12740326,3.559999943,17.17329979,27.84490013,7,62,133,17
Ixodes pacificus,-265554.3495,378094.1485,370.6629944,540.4169922,1270.630005,214.3289948,5.96999979,17.37330055,28.73119926,7,63,127,16
Ixodes pacificus,-11564.07683,378366.3255,262.8699951,656.25,359.927002,43.12509918,1.486700058,16.37669945,27.91659927,3,57,153,14
Ixodes pacificus,-10487.40954,378211.5037,260.3269958,668.5499878,322.5700073,38.36109924,1.52670002,16.57999992,28.13870049,11,55,147,14
Ixodes pacificus,-255782.7348,378468.1239,317.6270142,427.9530029,1561.76001,265.2390137,2.890000105,12.73999977,22.59499931,8,61,123,15
Ixodes pacificus,-54443.76617,377632.6479,192.7369995,699.2030029,338.3500061,37.31209946,0.443300009,16.73670006,28.2553997,7,57,162,12
Ixodes pacificus,-225933.4761,377826.3045,298.6870117,587.1400146,798.3400269,130.8289948,3.296700001,16.31669998,26.8715992,8,62,127,17
Ixodes pacificus,-266745.1604,377662.5062,365.946991,547.1530151,1275.939941,215.6519928,5.093299866,17.54000092,28.7241993,7,63,127,16
Ixodes pacificus,-35466.3259,377746.8951,-9999,-9999,402.0369873,43.76380157,1.350000024,15.93669987,27.22310066,3,56,158,11
Ixodes pacificus,-237864.8122,377556.4989,276.696991,628.8330078,565.3969727,92.98439789,2.553299904,18.50329971,29.29840088,6,60,135,16
Ixodes pacificus,-74292.22732,377948.3492,207.1499939,673.539978,431.3500061,53.72370148,-0.02,17.30999947,28.78140068,11,60,182,12
Ixodes pacificus,-314400.2173,377608.9411,632.7470093,253.7330017,3914,583.8200073,6.070000172,16.51670074,26.01959991,7,60,136,16
Ixodes pacificus,-325704.5365,377801.3026,552.8870239,369.177002,1955.22998,312.3599854,6.519999981,18.87669945,25.4083004,7,59,150,15
Ixodes pacificus,-218986.5414,377537.3603,354.8299866,425.5969849,1466.030029,253.0679932,3.663300037,14.18000031,24.37129974,7,64,133,17
Ixodes pacificus,-232690.9593,377577.3846,310.0830078,553.6569824,722.007019,118.2289963,4.349999905,14.94999981,25.3220005,6,62,131,17
Ixodes pacificus,-280058.2548,378003.2498,414.5100098,428.3930054,2221.75,379.1589966,5.836699963,17.54330063,28.69400024,7,62,137,15
Ixodes pacificus,-10987.92008,377820.4584,184.6629944,739.3070068,350.2770081,42.06769943,1.513299942,16.45999908,28.00869942,3,56,150,14
Ixodes pacificus,-179050.8679,377732.1507,360.0599976,246.4869995,1700.22998,276.2860107,-0.726700008,8.933300018,18.24860001,1,70,117,14
Ixodes pacificus,-77528.96777,377608.0855,214.3300018,673.6929932,441.572998,54.68180084,0.333299994,17,28.39929962,2,59,182,12
Ixodes pacificus,-219880.8284,377846.471,343.7929993,485.1300049,1306.300049,223.8029938,3.980000019,14.78670025,25.1413002,7,64,133,17
Ixodes pacificus,-250490.7728,377374.4973,327.0830078,437.9030151,1284.900024,216.098999,3.313299894,13.48999977,23.7269001,1,60,117,15
Ixodes pacificus,-162372.8126,377311.5286,354.6329956,561.7329712,1288.130005,215.4420013,2.203299999,16.20330048,26.91320038,7,69,137,15
Ixodes pacificus,-91502.64972,377139.1938,227.427002,617.5230103,561.6569824,70.33899689,1.016700029,14.40330029,25.29459953,3,59,179,12
Ixodes pacificus,-65123.86214,377456.1518,297.946991,593.2930298,392.8869934,46.97340012,0.213300005,17.24670029,28.84980011,3,58,182,12
Ixodes pacificus,-154601.4141,377440.8387,329.3770142,556.9069824,1054.5,172.6060028,2.720000029,14.40670013,25.27409935,7,68,139,15
Ixodes pacificus,-199181.4678,377119.9822,411.7929993,487.696991,961.992981,153.2890015,2.373300076,16.69330025,27.31259918,3,67,144,14
Ixodes pacificus,-186487.7526,377172.2235,328.5929871,0,2028.109985,319.9979858,-5.106699944,4.550000191,13.25959969,5,69,125,13
Ixodes pacificus,-210030.4507,377359.5391,235.3569946,401.1900024,1199.800049,205.5659943,1.296700001,11.3032999,20.82239914,1,62,129,16
Ixodes pacificus,-157467.7089,377130.0883,336.8829956,545.2069702,1124.199951,184.1210022,2.683300018,14.72999954,25.60989952,1,69,138,15
Ixodes pacificus,-256674.3674,376867.9332,321.4670105,500.6799927,1258.689941,212.2859955,4.30670023,16.77000046,27.73110008,7,62,126,15
Ixodes pacificus,-176333.1153,376798.8448,389.1300049,347.3429871,1646.819946,281.4219971,1.076699972,11.77670002,21.76499939,1,70,120,14
Ixodes pacificus,-64222.81961,376780.588,294.9370117,596.4500122,392.3970032,46.85169983,0.416700006,17.10330009,28.67020035,2,58,178,12
Ixodes pacificus,-300461.155,376804.0164,475.0230103,528.9569702,1659.439941,277.4630127,5.880000114,20.87330055,31.54199982,7,65,140,18
Ixodes pacificus,-134323.3544,376982.8905,275.730011,640.492981,841.9970093,130.4980011,1.529999971,16.73329926,27.69280052,7,62,153,14
Ixodes pacificus,-1912.655354,376714.8504,269.3800049,653.3330078,303.2869873,37.38729858,1.529999971,16.75670052,28.26119995,5,56,144,14
Ixodes pacificus,-319296.6907,376632.3638,555.8469849,312.0830078,2810.98999,438.4169922,6.036699772,19.04330063,26.23629951,7,61,134,16
Ixodes pacificus,-240515.4851,376104.5449,287.2030029,648.3430176,582.8200073,95.78739929,2.983299971,18.79999924,29.68239975,2,60,137,16
Ixodes pacificus,-214499.6256,376414.8114,301.3469849,295.5870056,1374.599976,236.4620056,0.856700003,9.463299751,18.35880089,8,60,127,16
Ixodes pacificus,-142461.7686,376444.5901,301.4500122,629.0800171,957.6500244,151.1080017,2.486700058,15.77999973,26.74760056,1,62,148,14
Ixodes pacificus,-106904.9647,376532.4408,332.9599915,556.5599976,515.4899902,67.94100189,0.766700029,16.56999969,27.56340027,7,59,180,12
Ixodes pacificus,-137648.7205,376413.6511,284.2900085,635,875.2329712,136.4429932,1.763299942,16.5,27.47830009,1,62,149,14
Ixodes pacificus,-305549.8933,376145.8747,498.946991,408.4230042,2551.050049,404.1099854,5.74669981,19.76000023,30.02470016,7,63,136,16
Ixodes pacificus,-186688.4403,376176.7909,386.822998,0,1977.630005,312.1119995,-4.323299885,5.363299847,14.17430019,5,69,126,13
Ixodes pacificus,-285514.8297,376113.1179,425.6369934,543.0499878,1463.810059,250.3760071,6.106699944,21.69000053,32.35359955,7,65,143,17
Ixodes pacificus,-304058.6097,375926.8599,482.0870056,439.4729919,2354.810059,375.2630005,5.539999962,20.14999962,30.46369934,7,65,136,18
Ixodes pacificus,-13498.95867,375955.5551,240.7969971,523.7769775,571.7600098,68.55370331,-0.423299998,13.78999996,24.92440033,3,67,141,11
Ixodes pacificus,-177992.2728,375893.645,387.7900085,308.8670044,1719.27002,288.756012,0.546700001,10.73330021,20.49489975,2,70,120,14
Ixodes pacificus,-23439.87812,376067.5591,249,445.3099976,755.0900269,97.12400055,-1.653300047,11.26329994,22.18499947,7,65,148,10
Ixodes pacificus,-84715.01495,375999.592,245.3500061,646.6630249,498.6400146,61.61610031,1.966699958,15.86330032,27.02869987,1,58,180,12
Ixodes pacificus,-110745.5332,375430.4035,340.7829895,553.2369995,556.4000244,75.47859955,1.123299956,16.56669998,27.60779953,8,59,161,13
Ixodes pacificus,-266356.4362,375225.7681,417.9299927,506.4899902,1059.380005,176.8890076,4.086699963,19.5,30.92970085,7,64,131,16
Ixodes pacificus,-37295.13397,375290.549,248.2330017,654.4370117,360.0629883,39.36560059,0.889999986,16.54000092,27.85090065,3,56,156,11
Ixodes pacificus,-65516.20465,375241.6423,245.5630035,658.8969727,497.6730042,61.94810104,2.200000048,15.36330032,26.62929916,7,59,180,12
Ixodes pacificus,-237530.0207,375472.1008,231.8370056,686.6329956,559.6630249,91.26930237,2.516700029,18.49329948,29.18770027,2,60,135,16
Ixodes pacificus,-22416.2112,375250.9106,260.0629883,416.3299866,787.3499756,104.0839996,-1.696699977,10.92000008,21.75779915,1,65,147,10
Ixodes pacificus,-185538.8563,375459.0553,393.4200134,0,1968.030029,311.0360107,-4.126699924,5.489999771,14.37059975,5,69,126,13
Ixodes pacificus,-296584.9092,375560.855,458.5,526.210022,1714.959961,289.5629883,5.889999866,20.20999908,30.97030067,7,65,140,17
Ixodes pacificus,-17055.37093,375300.329,232.7299957,397.8569946,1030.819946,137.0540009,-1.96329999,10.49330044,21.3621006,7,64,150,11
Ixodes pacificus,-274809.2961,375562.458,381.7529907,323.2399902,2304.330078,398.848999,1.966699958,12.43999958,22.36330032,8,62,129,15
Ixodes pacificus,-11732.41466,375085.5606,253.9929962,647.46698,405.2829895,48.16970062,1.266700029,16.15999985,27.63839912,3,57,152,14
Ixodes pacificus,-11908.21039,374802.5551,255.9869995,647.3599854,406.3330078,48.06809998,1.360000014,16.22669983,27.69510078,3,57,153,14
Ixodes pacificus,-134682.4012,374883.4967,266.2030029,649.3499756,822.9169922,127.3539963,1.340000033,16.85330009,27.80220032,8,62,148,14
Ixodes pacificus,-295430.4073,374879.9183,686.7299805,321.803009,1570.089966,269.1530151,6.123300076,20.98670006,31.5753994,6,66,139,18
Ixodes pacificus,-28464.22811,374964.4223,235.9129944,554.9500122,540.5830078,60.17210007,-0.346700013,14.04329967,25.15200043,3,57,159,11
Ixodes pacificus,-30384.49276,374813.0213,253.9029999,586.289978,473.6929932,49.59590149,0.49000001,14.82670021,25.9776001,3,57,158,11
Ixodes pacificus,-286338.3162,374327.0297,412.2869873,587.5170288,1475.359985,253.0379944,6.570000172,21.2166996,31.97590065,7,64,142,17
Ixodes pacificus,-218810.3901,374558.0467,329.7600098,321.9899902,1749.810059,302.7380066,1.863299966,11.83670044,21.36440086,5,60,129,16
Ixodes pacificus,-248213.4887,374471.9818,325.2999878,356.6069946,1475.560059,243.1419983,2.206700087,10.56669998,19.49679947,1,58,117,15
Ixodes pacificus,-223406.4195,374190.675,362.1099854,457.2770081,1268.98999,216.2120056,3.71329999,14.89999962,25.23620033,7,60,129,16
Ixodes pacificus,-123284.5055,374542.5175,313.3869934,606.1630249,727.8070068,107.4720001,1.983299971,16.51329994,27.58139992,1,63,157,14
Ixodes pacificus,-145290.4388,374491.294,303.3500061,617.46698,978.1900024,154.9669952,2.183300018,15.86999989,26.71199989,7,62,148,14
Ixodes pacificus,-10028.47813,373735.308,269.8299866,657.0499878,339.0029907,40.5666008,1.416700006,16.58670044,28.10899925,11,56,149,14
Ixodes pacificus,-177860.8793,373871.3557,535.3129883,217.9499969,1836.699951,311.6830139,1.176699996,12.01000023,21.96910095,8,70,124,14
Ixodes pacificus,-143680.9317,373738.41,297.9530029,634.8200073,939.257019,147.4320068,2.470000029,15.84669971,26.77000046,7,62,148,14
Ixodes pacificus,-178579.4843,373713.467,397.677002,392.4729919,1941.530029,327.8829956,1.593299985,13.01000023,23.03910065,1,71,125,14
Ixodes pacificus,-31131.81319,374139.3713,218.0800018,639.4569702,453.5029907,47.11130142,0.74000001,15.10330009,26.25889969,3,56,160,11
Ixodes pacificus,-269414.6095,373830.9506,355.8399963,424.9200134,1811.849976,314.9570007,3.190000057,13.31669998,23.27470016,1,63,125,15
Ixodes pacificus,-37440.90045,374150.8834,253.4069977,648.0800171,371.1499939,40.66329956,0.986699998,16.40329933,27.67070007,3,56,155,11
Ixodes pacificus,-112633.3816,373872.0031,221.927002,681.5700073,552.6069946,74.93430328,1.196699977,16.73670006,27.71319962,8,62,160,13
Ixodes pacificus,-104411.8606,373224.8386,333.1700134,563.2700195,508.1329956,66.27310181,0.850000024,16.75,27.64279938,5,59,179,12
Ixodes pacificus,-14468.84554,373280.7207,253.8529968,508.7000122,655.2999878,80.75530243,-0.850000024,13.19999981,24.2241993,5,65,145,11
Ixodes pacificus,-181000.9347,373266.1642,392.2369995,279.1570129,1867.98999,309.381012,0.213300005,10.1267004,19.67239952,1,70,126,14
Ixodes pacificus,-316330.4573,373664.4475,634.9370117,292.2229919,3588.830078,540.4299927,6.269999981,17.6067009,26.4048996,7,60,134,16
Ixodes pacificus,-79473.68405,373393.1501,244.2899933,637.5230103,487.3169861,59.71699905,1.820000052,15.77330017,26.98139954,1,59,180,12
Ixodes pacificus,-26951.76935,373386.5102,244.4629974,518.0969849,581.539978,67.9265976,-0.953299999,13.36330032,24.32530022,7,64,146,11
Ixodes pacificus,-116153.7814,373114.4117,338.0230103,570.5900269,577.2969971,79.43779755,1.533300042,16.62330055,27.61429977,1,61,160,13
Ixodes pacificus,-56964.29219,373080.7433,184.8600006,714.1300049,379.2900085,44.43299866,0.456699997,16.98329926,28.48660088,3,57,167,12
Ixodes pacificus,-284871.537,372834.9643,381.4599915,536.1500244,1382.810059,238.352005,7.346700191,20.19330025,31.18129921,7,64,142,17
Ixodes pacificus,-125769.7836,372819.4676,249.246994,681.9569702,793.0469971,120,2.359999895,16.44669914,27.43600082,8,64,154,14
Ixodes pacificus,-249910.5719,372750.4781,342.6300049,317.3999939,1592.939941,265.7990112,2.029999971,10.06669998,18.8416996,8,58,116,15
Ixodes pacificus,-199292.1962,373137.6147,429.0400085,488.9630127,1183.530029,190.7850037,2.586699963,16.87330055,27.5991993,10,67,142,14
Ixodes pacificus,-17449.57999,372311.9042,230.2330017,336.303009,1109.160034,152.8899994,-3.03670001,9.180000305,19.68569946,1,64,152,10
Ixodes pacificus,-62402.43773,372271.9712,280.1470032,636.5800171,511.4570007,63.78310013,2.309999943,15.39999962,26.63739967,1,58,180,12
Ixodes pacificus,-43675.36586,372281.293,243.2570038,671.039978,329.427002,35.92779922,1.006700039,16.54000092,27.81480026,3,56,158,12
Ixodes pacificus,-47288.62618,371877.6164,240.6170044,667.9370117,334.2070007,37.54489899,0.496699989,17.07329941,28.48489952,11,56,159,12
Ixodes pacificus,-236374.5205,371980.2057,474.9070129,420.1130066,547.8430176,88.36920166,2.329999924,18.31329918,28.79940033,7,62,146,17
Ixodes pacificus,-164324.9088,372065.2838,483.4230042,377.3699951,1495.800049,253.4629974,0.639999986,17.1067009,27.58659935,7,65,140,16
Ixodes pacificus,-261547.4083,371950.9102,330.5429993,456.1530151,1311.589966,220.7180023,4.333300114,15.02999973,25.49790001,7,62,125,15
Ixodes pacificus,-260500.9786,371818.7199,295.2630005,453.4400024,1397.359985,235.6399994,3.46329999,13.20330048,23.16659927,1,62,123,15
Ixodes pacificus,-167730.4194,372192.2136,501.3770142,384.6799927,1522.420044,257.9700012,1.356699944,16.79000092,27.29800034,7,66,139,16
Ixodes pacificus,-129954.9345,372166.8262,234.9369965,683.1370239,787.072998,120.9980011,1.230000019,17.14999962,28.02109909,7,62,155,14
Ixodes pacificus,-286689.5176,371460.3547,413.7099915,529.6069946,1724.599976,295.506012,6.703299999,19.81999969,30.71229935,7,64,142,17
Ixodes pacificus,-146833.5301,371517.7153,389.6929932,535.9899902,972.78302,154.2649994,2.323299885,15.79329967,26.55380058,7,63,148,14
Ixodes pacificus,-175246.9573,371620.6732,545.1929932,357.480011,1870.890015,321.7690125,2.839999914,14.75329971,25.3022995,7,70,133,15
Ixodes pacificus,-330993.207,371342.6031,577.8029785,319.3099976,2369.72998,373.6239929,5.623300076,18.62999916,24.01239967,7,61,153,15
Ixodes pacificus,-161088.6906,371393.7186,335.2269897,519.3969727,1439.650024,243.3690033,0.829999983,16.84329987,27.34259987,7,66,142,16
Ixodes pacificus,-22306.19902,371496.9587,291.7470093,367.0130005,778.3770142,105.6610031,-1.679999948,10.68669987,21.46590042,1,65,148,10
Ixodes pacificus,-136183.3112,371571.9782,557.9099731,352.3299866,802.1129761,123.9820023,1.21329999,17.11330032,27.98509979,3,62,147,14
Ixodes pacificus,-183193.6731,371665.764,392.6700134,276.6199951,1900.069946,316.8999939,0.170000002,10.18669987,19.70739937,1,70,131,14
